state_id,machine_nr,state_code,state_desc,start_time,end_time
S0000348,M000009,1-P,Productive,2025-11-26T15:23:10,2025-11-26T16:52:26
S0001969,M000009,3-Idle,Idle,2025-11-26T16:52:26,2025-11-26T21:30:15
S0000349,M000009,2-Stand By,Stand By,2025-11-26T21:30:15,2025-11-26T22:14:09
S0001970,M000009,3-Idle,Idle,2025-11-26T22:14:09,2025-11-27T11:29:20
S0000350,M000009,2-Stand By,Stand By,2025-11-27T11:29:20,2025-11-27T12:05:42
S0001971,M000009,3-Idle,Idle,2025-11-27T12:05:42,2025-11-27T19:46:15
S0000351,M000009,2-Stand By,Stand By,2025-11-27T19:46:15,2025-11-27T20:27:53
S0001972,M000009,3-Idle,Idle,2025-11-27T20:27:53,2025-11-27T23:29:07
S0000352,M000009,2-Stand By,Stand By,2025-11-27T23:29:07,2025-11-27T23:59:59.999999
S0001973,M000009,3-Idle,Idle,2025-11-27T23:59:59.999999,2025-11-28T05:47:07
S0000353,M000009,1-P,Productive,2025-11-28T05:47:07,2025-11-28T07:58:43
S0001974,M000009,3-Idle,Idle,2025-11-28T07:58:43,2025-11-28T09:04:59
S0000354,M000009,1-P,Productive,2025-11-28T09:04:59,2025-11-28T14:25:39
S0001975,M000009,3-Idle,Idle,2025-11-28T14:25:39,2025-11-28T15:23:59
S0000355,M000009,1-P,Productive,2025-11-28T15:23:59,2025-11-28T15:47:04
S0001976,M000009,3-Idle,Idle,2025-11-28T15:47:04,2025-11-29T03:48:52
S0000356,M000009,2-Stand By,Stand By,2025-11-29T03:48:52,2025-11-29T04:45:50
S0001977,M000009,3-Idle,Idle,2025-11-29T04:45:50,2025-11-30T06:16:33
S0000357,M000009,1-P,Productive,2025-11-30T06:16:33,2025-11-30T09:54:22
S0001978,M000009,3-Idle,Idle,2025-11-30T09:54:22,2025-11-30T11:44:52
S0000358,M000009,1-P,Productive,2025-11-30T11:44:52,2025-11-30T15:51:12
S0001979,M000009,3-Idle,Idle,2025-11-30T15:51:12,2025-12-01T06:19:41
S0000359,M000009,2-Stand By,Stand By,2025-12-01T06:19:41,2025-12-01T06:51:16
S0001980,M000009,3-Idle,Idle,2025-12-01T06:51:16,2025-12-01T18:42:08
S0000360,M000009,1-P,Productive,2025-12-01T18:42:08,2025-12-01T22:20:23
S0001981,M000009,3-Idle,Idle,2025-12-01T22:20:23,2025-12-02T14:44:16
S0000361,M000009,1-P,Productive,2025-12-02T14:44:16,2025-12-02T17:49:48
S0001982,M000009,3-Idle,Idle,2025-12-02T17:49:48,2025-12-03T06:14:22
S0000362,M000009,1-P,Productive,2025-12-03T06:14:22,2025-12-03T06:42:33
S0001983,M000009,3-Idle,Idle,2025-12-03T06:42:33,2025-12-03T11:52:06
S0000363,M000009,2-Stand By,Stand By,2025-12-03T11:52:06,2025-12-03T11:59:23
S0001984,M000009,3-Idle,Idle,2025-12-03T11:59:23,2025-12-03T19:18:02
S0000364,M000009,1-P,Productive,2025-12-03T19:18:02,2025-12-03T19:45:00
S0001985,M000009,3-Idle,Idle,2025-12-03T19:45:00,2025-12-04T02:39:21
S0000365,M000009,1-P,Productive,2025-12-04T02:39:21,2025-12-04T04:08:05
S0001986,M000009,3-Idle,Idle,2025-12-04T04:08:05,2025-12-04T04:45:35
S0000366,M000009,1-P,Productive,2025-12-04T04:45:35,2025-12-04T09:42:04
S0001987,M000009,3-Idle,Idle,2025-12-04T09:42:04,2025-12-05T09:01:21
S0000367,M000009,1-P,Productive,2025-12-05T09:01:21,2025-12-05T12:18:52
S0001988,M000009,3-Idle,Idle,2025-12-05T12:18:52,2025-12-05T15:41:27
S0000368,M000009,2-Stand By,Stand By,2025-12-05T15:41:27,2025-12-05T15:48:01
S0001989,M000009,3-Idle,Idle,2025-12-05T15:48:01,2025-12-05T17:03:30
S0000369,M000009,1-P,Productive,2025-12-05T17:03:30,2025-12-05T21:42:25
S0001990,M000009,3-Idle,Idle,2025-12-05T21:42:25,2025-12-06T03:53:02
S0000370,M000009,2-Stand By,Stand By,2025-12-06T03:53:02,2025-12-06T04:47:05
S0001991,M000009,3-Idle,Idle,2025-12-06T04:47:05,2025-12-06T08:30:05
S0000371,M000009,2-Stand By,Stand By,2025-12-06T08:30:05,2025-12-06T09:04:39
S0001992,M000009,3-Idle,Idle,2025-12-06T09:04:39,2025-12-07T02:13:44
S0000372,M000009,2-Stand By,Stand By,2025-12-07T02:13:44,2025-12-07T03:08:22
S0001993,M000009,3-Idle,Idle,2025-12-07T03:08:22,2025-12-07T07:33:12
S0000373,M000009,2-Stand By,Stand By,2025-12-07T07:33:12,2025-12-07T08:05:10
S0001994,M000009,3-Idle,Idle,2025-12-07T08:05:10,2025-12-07T22:22:24
S0000374,M000009,2-Stand By,Stand By,2025-12-07T22:22:24,2025-12-07T22:51:46
S0001995,M000009,3-Idle,Idle,2025-12-07T22:51:46,2025-12-08T12:35:12
S0000375,M000009,2-Stand By,Stand By,2025-12-08T12:35:12,2025-12-08T13:16:48
S0001996,M000009,3-Idle,Idle,2025-12-08T13:16:48,2025-12-08T22:30:54
S0000376,M000009,1-P,Productive,2025-12-08T22:30:54,2025-12-08T23:59:59.999999
S0001997,M000009,3-Idle,Idle,2025-12-08T23:59:59.999999,2025-12-09T09:16:01
S0000377,M000009,2-Stand By,Stand By,2025-12-09T09:16:01,2025-12-09T10:07:05
S0001998,M000009,3-Idle,Idle,2025-12-09T10:07:05,2025-12-10T01:37:13
S0000378,M000009,1-P,Productive,2025-12-10T01:37:13,2025-12-10T03:16:02
S0001999,M000009,3-Idle,Idle,2025-12-10T03:16:02,2025-12-11T18:46:06
S0000379,M000009,2-Stand By,Stand By,2025-12-11T18:46:06,2025-12-11T19:34:37
S0002000,M000009,3-Idle,Idle,2025-12-11T19:34:37,2025-12-12T12:57:33
S0000380,M000009,1-P,Productive,2025-12-12T12:57:33,2025-12-12T17:27:34
S0002001,M000009,3-Idle,Idle,2025-12-12T17:27:34,2025-12-12T20:22:26
S0000381,M000009,2-Stand By,Stand By,2025-12-12T20:22:26,2025-12-12T20:42:58
S0002002,M000009,3-Idle,Idle,2025-12-12T20:42:58,2025-12-13T14:30:32
S0000382,M000009,2-Stand By,Stand By,2025-12-13T14:30:32,2025-12-13T15:27:17
S0002003,M000009,3-Idle,Idle,2025-12-13T15:27:17,2025-12-14T05:16:18
S0000383,M000009,1-P,Productive,2025-12-14T05:16:18,2025-12-14T10:14:52
S0002004,M000009,3-Idle,Idle,2025-12-14T10:14:52,2025-12-14T15:34:55
S0000384,M000009,1-P,Productive,2025-12-14T15:34:55,2025-12-14T17:59:03
S0000385,M000009,1-P,Productive,2025-12-14T16:20:44,2025-12-14T17:59:03
S0002005,M000009,3-Idle,Idle,2025-12-14T17:59:03,2025-12-15T01:46:44
S0000386,M000009,1-P,Productive,2025-12-15T01:46:44,2025-12-15T02:47:39
S0002006,M000009,3-Idle,Idle,2025-12-15T02:47:39,2025-12-15T16:34:25
S0000387,M000009,1-P,Productive,2025-12-15T16:34:25,2025-12-15T18:28:43
S0000388,M000010,1-P,Productive,2025-11-25T02:47:26,2025-11-25T05:14:06
S0002007,M000010,3-Idle,Idle,2025-11-25T05:14:06,2025-11-25T20:46:53
S0000389,M000010,2-Stand By,Stand By,2025-11-25T20:46:53,2025-11-25T21:25:54
S0002008,M000010,3-Idle,Idle,2025-11-25T21:25:54,2025-11-26T07:36:19
S0000390,M000010,1-P,Productive,2025-11-26T07:36:19,2025-11-26T10:39:41
S0002009,M000010,3-Idle,Idle,2025-11-26T10:39:41,2025-11-26T11:04:58
S0000391,M000010,1-P,Productive,2025-11-26T11:04:58,2025-11-26T15:51:42
S0002010,M000010,3-Idle,Idle,2025-11-26T15:51:42,2025-11-26T19:13:38
S0000392,M000010,2-Stand By,Stand By,2025-11-26T19:13:38,2025-11-26T19:49:03
S0002011,M000010,3-Idle,Idle,2025-11-26T19:49:03,2025-11-27T05:06:32
S0000393,M000010,1-P,Productive,2025-11-27T05:06:32,2025-11-27T05:12:46
S0002012,M000010,3-Idle,Idle,2025-11-27T05:12:46,2025-11-27T16:10:19
S0000394,M000010,1-P,Productive,2025-11-27T16:10:19,2025-11-27T19:50:56
S0002013,M000010,3-Idle,Idle,2025-11-27T19:50:56,2025-11-27T21:20:43
S0000395,M000010,1-P,Productive,2025-11-27T21:20:43,2025-11-27T22:10:53
S0002014,M000010,3-Idle,Idle,2025-11-27T22:10:53,2025-11-28T06:55:35
S0000396,M000010,1-P,Productive,2025-11-28T06:55:35,2025-11-28T11:10:30
S0002015,M000010,3-Idle,Idle,2025-11-28T11:10:30,2025-11-28T18:21:04
S0000397,M000010,1-P,Productive,2025-11-28T18:21:04,2025-11-28T23:27:52
S0000398,M000010,2-Stand By,Stand By,2025-11-28T22:16:38,2025-11-28T22:20:12
S0002016,M000010,3-Idle,Idle,2025-11-28T22:20:12,2025-11-29T02:41:47
S0000399,M000010,2-Stand By,Stand By,2025-11-29T02:41:47,2025-11-29T02:55:36
S0002017,M000010,3-Idle,Idle,2025-11-29T02:55:36,2025-11-29T12:20:19
S0000400,M000010,2-Stand By,Stand By,2025-11-29T12:20:19,2025-11-29T13:18:17
S0002018,M000010,3-Idle,Idle,2025-11-29T13:18:17,2025-11-30T01:22:28
S0000401,M000010,1-P,Productive,2025-11-30T01:22:28,2025-11-30T02:01:58
S0002019,M000010,3-Idle,Idle,2025-11-30T02:01:58,2025-11-30T08:50:36
S0000402,M000010,2-Stand By,Stand By,2025-11-30T08:50:36,2025-11-30T09:30:00
S0002020,M000010,3-Idle,Idle,2025-11-30T09:30:00,2025-12-01T15:03:56
S0000403,M000010,2-Stand By,Stand By,2025-12-01T15:03:56,2025-12-01T15:37:01
S0002021,M000010,3-Idle,Idle,2025-12-01T15:37:01,2025-12-01T20:23:15
S0000404,M000010,1-P,Productive,2025-12-01T20:23:15,2025-12-01T20:58:44
S0002022,M000010,3-Idle,Idle,2025-12-01T20:58:44,2025-12-01T21:43:53
S0000405,M000010,2-Stand By,Stand By,2025-12-01T21:43:53,2025-12-01T22:40:27
S0002023,M000010,3-Idle,Idle,2025-12-01T22:40:27,2025-12-02T13:22:58
S0000406,M000010,2-Stand By,Stand By,2025-12-02T13:22:58,2025-12-02T14:19:14
S0002024,M000010,3-Idle,Idle,2025-12-02T14:19:14,2025-12-02T18:38:56
S0000407,M000010,1-P,Productive,2025-12-02T18:38:56,2025-12-02T22:41:54
S0002025,M000010,3-Idle,Idle,2025-12-02T22:41:54,2025-12-03T11:06:16
S0000408,M000010,2-Stand By,Stand By,2025-12-03T11:06:16,2025-12-03T11:38:04
S0002026,M000010,3-Idle,Idle,2025-12-03T11:38:04,2025-12-03T21:31:53
S0000409,M000010,1-P,Productive,2025-12-03T21:31:53,2025-12-03T22:41:29
S0000410,M000010,1-P,Productive,2025-12-03T22:39:09,2025-12-03T22:41:29
S0002027,M000010,3-Idle,Idle,2025-12-03T22:41:29,2025-12-04T21:57:46
S0000411,M000010,1-P,Productive,2025-12-04T21:57:46,2025-12-04T23:59:59.999999
S0002028,M000010,3-Idle,Idle,2025-12-04T23:59:59.999999,2025-12-05T02:16:52
S0000412,M000010,2-Stand By,Stand By,2025-12-05T02:16:52,2025-12-05T02:53:41
S0002029,M000010,3-Idle,Idle,2025-12-05T02:53:41,2025-12-05T21:30:26
S0000413,M000010,1-P,Productive,2025-12-05T21:30:26,2025-12-05T23:14:56
S0002030,M000010,3-Idle,Idle,2025-12-05T23:14:56,2025-12-06T04:45:58
S0000414,M000010,2-Stand By,Stand By,2025-12-06T04:45:58,2025-12-06T04:48:31
S0002031,M000010,3-Idle,Idle,2025-12-06T04:48:31,2025-12-07T12:32:35
S0000415,M000010,1-P,Productive,2025-12-07T12:32:35,2025-12-07T16:03:03
S0002032,M000010,3-Idle,Idle,2025-12-07T16:03:03,2025-12-08T17:42:36
S0000416,M000010,2-Stand By,Stand By,2025-12-08T17:42:36,2025-12-08T18:08:57
S0002033,M000010,3-Idle,Idle,2025-12-08T18:08:57,2025-12-09T01:13:21
S0000417,M000010,2-Stand By,Stand By,2025-12-09T01:13:21,2025-12-09T01:41:15
S0002034,M000010,3-Idle,Idle,2025-12-09T01:41:15,2025-12-09T09:19:08
S0000418,M000010,2-Stand By,Stand By,2025-12-09T09:19:08,2025-12-09T09:33:34
S0002035,M000010,3-Idle,Idle,2025-12-09T09:33:34,2025-12-09T14:20:36
S0000419,M000010,1-P,Productive,2025-12-09T14:20:36,2025-12-09T17:25:30
S0002036,M000010,3-Idle,Idle,2025-12-09T17:25:30,2025-12-10T14:45:08
S0000420,M000010,1-P,Productive,2025-12-10T14:45:08,2025-12-10T16:52:21
S0002037,M000010,3-Idle,Idle,2025-12-10T16:52:21,2025-12-10T23:02:50
S0000421,M000010,1-P,Productive,2025-12-10T23:02:50,2025-12-10T23:59:59.999999
S0002038,M000010,3-Idle,Idle,2025-12-10T23:59:59.999999,2025-12-11T13:38:06
S0000422,M000010,1-P,Productive,2025-12-11T13:38:06,2025-12-11T19:33:11
S0002039,M000010,3-Idle,Idle,2025-12-11T19:33:11,2025-12-12T07:36:20
S0000423,M000010,1-P,Productive,2025-12-12T07:36:20,2025-12-12T10:08:38
S0000424,M000010,2-Stand By,Stand By,2025-12-12T08:48:32,2025-12-12T09:19:39
S0002040,M000010,3-Idle,Idle,2025-12-12T09:19:39,2025-12-13T04:31:09
S0000425,M000010,1-P,Productive,2025-12-13T04:31:09,2025-12-13T06:31:00
S0002041,M000010,3-Idle,Idle,2025-12-13T06:31:00,2025-12-13T08:37:28
S0000426,M000010,2-Stand By,Stand By,2025-12-13T08:37:28,2025-12-13T09:20:54
S0002042,M000010,3-Idle,Idle,2025-12-13T09:20:54,2025-12-13T16:27:14
S0000427,M000010,2-Stand By,Stand By,2025-12-13T16:27:14,2025-12-13T16:50:20
S0002043,M000010,3-Idle,Idle,2025-12-13T16:50:20,2025-12-14T17:29:42
S0000428,M000010,1-P,Productive,2025-12-14T17:29:42,2025-12-14T21:44:56
S0002044,M000010,3-Idle,Idle,2025-12-14T21:44:56,2025-12-14T21:52:37
S0000429,M000010,2-Stand By,Stand By,2025-12-14T21:52:37,2025-12-14T22:34:58
S0002045,M000010,3-Idle,Idle,2025-12-14T22:34:58,2025-12-14T23:59:59.999999
S0000430,M000010,5-Err,Error,2025-12-14T23:59:59.999999,2025-12-15T18:03:11
S0000431,M000010,2-Stand By,Stand By,2025-12-15T18:03:11,2025-12-15T18:30:54
S0000432,M000011,2-Stand By,Stand By,2025-11-25T16:40:00,2025-11-25T16:47:51
S0002046,M000011,3-Idle,Idle,2025-11-25T16:47:51,2025-11-26T06:08:12
S0000433,M000011,2-Stand By,Stand By,2025-11-26T06:08:12,2025-11-26T06:53:16
S0002047,M000011,3-Idle,Idle,2025-11-26T06:53:16,2025-11-27T09:47:22
S0000434,M000011,2-Stand By,Stand By,2025-11-27T09:47:22,2025-11-27T10:42:12
S0002048,M000011,3-Idle,Idle,2025-11-27T10:42:12,2025-11-27T16:54:25
S0000435,M000011,2-Stand By,Stand By,2025-11-27T16:54:25,2025-11-27T17:47:23
S0002049,M000011,3-Idle,Idle,2025-11-27T17:47:23,2025-11-28T00:26:34
S0000436,M000011,1-P,Productive,2025-11-28T00:26:34,2025-11-28T03:17:57
S0002050,M000011,3-Idle,Idle,2025-11-28T03:17:57,2025-11-29T17:23:20
S0000437,M000011,2-Stand By,Stand By,2025-11-29T17:23:20,2025-11-29T18:05:02
S0002051,M000011,3-Idle,Idle,2025-11-29T18:05:02,2025-11-29T18:14:39
S0000438,M000011,2-Stand By,Stand By,2025-11-29T18:14:39,2025-11-29T19:01:16
S0002052,M000011,3-Idle,Idle,2025-11-29T19:01:16,2025-11-29T20:02:17
S0000439,M000011,2-Stand By,Stand By,2025-11-29T20:02:17,2025-11-29T20:41:14
S0002053,M000011,3-Idle,Idle,2025-11-29T20:41:14,2025-11-30T06:12:19
S0000440,M000011,2-Stand By,Stand By,2025-11-30T06:12:19,2025-11-30T06:39:57
S0002054,M000011,3-Idle,Idle,2025-11-30T06:39:57,2025-11-30T18:56:50
S0000441,M000011,2-Stand By,Stand By,2025-11-30T18:56:50,2025-11-30T19:08:37
S0002055,M000011,3-Idle,Idle,2025-11-30T19:08:37,2025-12-01T09:26:10
S0000442,M000011,2-Stand By,Stand By,2025-12-01T09:26:10,2025-12-01T09:36:07
S0002056,M000011,3-Idle,Idle,2025-12-01T09:36:07,2025-12-01T11:15:42
S0000443,M000011,1-P,Productive,2025-12-01T11:15:42,2025-12-01T11:37:26
S0002057,M000011,3-Idle,Idle,2025-12-01T11:37:26,2025-12-02T12:57:23
S0000444,M000011,1-P,Productive,2025-12-02T12:57:23,2025-12-02T18:37:19
S0000445,M000011,1-P,Productive,2025-12-02T14:03:48,2025-12-02T18:37:19
S0002058,M000011,3-Idle,Idle,2025-12-02T18:37:19,2025-12-03T05:39:18
S0000446,M000011,1-P,Productive,2025-12-03T05:39:18,2025-12-03T07:35:33
S0002059,M000011,3-Idle,Idle,2025-12-03T07:35:33,2025-12-03T10:00:16
S0000447,M000011,1-P,Productive,2025-12-03T10:00:16,2025-12-03T15:36:48
S0002060,M000011,3-Idle,Idle,2025-12-03T15:36:48,2025-12-04T05:31:15
S0000448,M000011,1-P,Productive,2025-12-04T05:31:15,2025-12-04T06:07:53
S0002061,M000011,3-Idle,Idle,2025-12-04T06:07:53,2025-12-04T06:53:30
S0000449,M000011,2-Stand By,Stand By,2025-12-04T06:53:30,2025-12-04T06:59:23
S0002062,M000011,3-Idle,Idle,2025-12-04T06:59:23,2025-12-04T08:54:10
S0000450,M000011,2-Stand By,Stand By,2025-12-04T08:54:10,2025-12-04T09:06:54
S0002063,M000011,3-Idle,Idle,2025-12-04T09:06:54,2025-12-05T08:41:43
S0000451,M000011,2-Stand By,Stand By,2025-12-05T08:41:43,2025-12-05T09:20:19
S0002064,M000011,3-Idle,Idle,2025-12-05T09:20:19,2025-12-06T05:44:00
S0000452,M000011,1-P,Productive,2025-12-06T05:44:00,2025-12-06T11:21:55
S0002065,M000011,3-Idle,Idle,2025-12-06T11:21:55,2025-12-07T05:11:25
S0000453,M000011,1-P,Productive,2025-12-07T05:11:25,2025-12-07T07:38:56
S0002066,M000011,3-Idle,Idle,2025-12-07T07:38:56,2025-12-07T12:02:49
S0000454,M000011,2-Stand By,Stand By,2025-12-07T12:02:49,2025-12-07T12:35:18
S0002067,M000011,3-Idle,Idle,2025-12-07T12:35:18,2025-12-07T18:11:59
S0000455,M000011,1-P,Productive,2025-12-07T18:11:59,2025-12-07T20:45:58
S0002068,M000011,3-Idle,Idle,2025-12-07T20:45:58,2025-12-08T09:11:46
S0000456,M000011,1-P,Productive,2025-12-08T09:11:46,2025-12-08T13:58:57
S0002069,M000011,3-Idle,Idle,2025-12-08T13:58:57,2025-12-08T20:17:39
S0000457,M000011,2-Stand By,Stand By,2025-12-08T20:17:39,2025-12-08T20:19:48
S0002070,M000011,3-Idle,Idle,2025-12-08T20:19:48,2025-12-09T10:48:04
S0000458,M000011,2-Stand By,Stand By,2025-12-09T10:48:04,2025-12-09T11:17:37
S0002071,M000011,3-Idle,Idle,2025-12-09T11:17:37,2025-12-09T19:40:21
S0000459,M000011,2-Stand By,Stand By,2025-12-09T19:40:21,2025-12-09T20:31:00
S0002072,M000011,3-Idle,Idle,2025-12-09T20:31:00,2025-12-09T22:14:08
S0000460,M000011,1-P,Productive,2025-12-09T22:14:08,2025-12-09T23:59:59.999999
S0002073,M000011,3-Idle,Idle,2025-12-09T23:59:59.999999,2025-12-10T22:52:34
S0000461,M000011,1-P,Productive,2025-12-10T22:52:34,2025-12-10T23:59:59.999999
S0002074,M000011,3-Idle,Idle,2025-12-10T23:59:59.999999,2025-12-11T05:52:17
S0000462,M000011,1-P,Productive,2025-12-11T05:52:17,2025-12-11T06:51:43
S0000463,M000011,1-P,Productive,2025-12-11T06:38:28,2025-12-11T06:51:43
S0002075,M000011,3-Idle,Idle,2025-12-11T06:51:43,2025-12-11T07:26:56
S0000464,M000011,5-Err,Error,2025-12-11T07:26:56,2025-12-11T14:25:23
S0000465,M000011,2-Stand By,Stand By,2025-12-11T14:25:23,2025-12-11T15:13:14
S0002076,M000011,3-Idle,Idle,2025-12-11T15:13:14,2025-12-12T07:35:18
S0000466,M000011,2-Stand By,Stand By,2025-12-12T07:35:18,2025-12-12T08:13:02
S0002077,M000011,3-Idle,Idle,2025-12-12T08:13:02,2025-12-13T15:18:29
S0000467,M000011,1-P,Productive,2025-12-13T15:18:29,2025-12-13T18:38:12
S0002078,M000011,3-Idle,Idle,2025-12-13T18:38:12,2025-12-14T07:49:57
S0000468,M000011,2-Stand By,Stand By,2025-12-14T07:49:57,2025-12-14T08:04:21
S0002079,M000011,3-Idle,Idle,2025-12-14T08:04:21,2025-12-15T16:58:04
S0000469,M000011,2-Stand By,Stand By,2025-12-15T16:58:04,2025-12-15T17:42:28
S0000470,M000012,1-P,Productive,2025-11-25T00:27:02,2025-11-25T01:30:53
S0002080,M000012,3-Idle,Idle,2025-11-25T01:30:53,2025-11-25T22:20:35
S0000471,M000012,1-P,Productive,2025-11-25T22:20:35,2025-11-25T23:59:59.999999
S0002081,M000012,3-Idle,Idle,2025-11-25T23:59:59.999999,2025-11-26T09:49:18
S0000472,M000012,1-P,Productive,2025-11-26T09:49:18,2025-11-26T13:28:35
S0000473,M000012,2-Stand By,Stand By,2025-11-26T12:57:22,2025-11-26T13:57:02
S0002082,M000012,3-Idle,Idle,2025-11-26T13:57:02,2025-11-26T22:11:50
S0000474,M000012,1-P,Productive,2025-11-26T22:11:50,2025-11-26T23:59:59.999999
S0002083,M000012,3-Idle,Idle,2025-11-26T23:59:59.999999,2025-11-27T04:14:31
S0000475,M000012,2-Stand By,Stand By,2025-11-27T04:14:31,2025-11-27T04:24:53
S0002084,M000012,3-Idle,Idle,2025-11-27T04:24:53,2025-11-27T17:36:42
S0000476,M000012,1-P,Productive,2025-11-27T17:36:42,2025-11-27T19:59:49
S0002085,M000012,3-Idle,Idle,2025-11-27T19:59:49,2025-11-28T06:04:09
S0000477,M000012,1-P,Productive,2025-11-28T06:04:09,2025-11-28T08:58:59
S0002086,M000012,3-Idle,Idle,2025-11-28T08:58:59,2025-11-28T15:07:48
S0000478,M000012,2-Stand By,Stand By,2025-11-28T15:07:48,2025-11-28T15:42:32
S0002087,M000012,3-Idle,Idle,2025-11-28T15:42:32,2025-11-28T21:39:43
S0000479,M000012,1-P,Productive,2025-11-28T21:39:43,2025-11-28T23:59:59.999999
S0002088,M000012,3-Idle,Idle,2025-11-28T23:59:59.999999,2025-11-29T19:39:00
S0000480,M000012,2-Stand By,Stand By,2025-11-29T19:39:00,2025-11-29T19:56:56
S0002089,M000012,3-Idle,Idle,2025-11-29T19:56:56,2025-11-29T22:06:50
S0000481,M000012,1-P,Productive,2025-11-29T22:06:50,2025-11-29T23:59:59.999999
S0002090,M000012,3-Idle,Idle,2025-11-29T23:59:59.999999,2025-11-30T01:52:41
S0000482,M000012,2-Stand By,Stand By,2025-11-30T01:52:41,2025-11-30T02:23:04
S0002091,M000012,3-Idle,Idle,2025-11-30T02:23:04,2025-11-30T13:24:34
S0000483,M000012,2-Stand By,Stand By,2025-11-30T13:24:34,2025-11-30T14:23:11
S0002092,M000012,3-Idle,Idle,2025-11-30T14:23:11,2025-12-01T11:51:35
S0000484,M000012,2-Stand By,Stand By,2025-12-01T11:51:35,2025-12-01T12:00:37
S0002093,M000012,3-Idle,Idle,2025-12-01T12:00:37,2025-12-01T19:43:59
S0000485,M000012,1-P,Productive,2025-12-01T19:43:59,2025-12-01T22:11:42
S0000486,M000012,1-P,Productive,2025-12-01T20:44:36,2025-12-01T22:11:42
S0002094,M000012,3-Idle,Idle,2025-12-01T22:11:42,2025-12-02T00:56:17
S0000487,M000012,2-Stand By,Stand By,2025-12-02T00:56:17,2025-12-02T01:36:48
S0002095,M000012,3-Idle,Idle,2025-12-02T01:36:48,2025-12-02T02:45:21
S0000488,M000012,2-Stand By,Stand By,2025-12-02T02:45:21,2025-12-02T02:53:22
S0002096,M000012,3-Idle,Idle,2025-12-02T02:53:22,2025-12-03T13:03:52
S0000489,M000012,1-P,Productive,2025-12-03T13:03:52,2025-12-03T16:12:10
S0002097,M000012,3-Idle,Idle,2025-12-03T16:12:10,2025-12-03T17:34:01
S0000490,M000012,2-Stand By,Stand By,2025-12-03T17:34:01,2025-12-03T17:42:09
S0002098,M000012,3-Idle,Idle,2025-12-03T17:42:09,2025-12-03T23:20:36
S0000491,M000012,2-Stand By,Stand By,2025-12-03T23:20:36,2025-12-03T23:59:59.999999
S0002099,M000012,3-Idle,Idle,2025-12-03T23:59:59.999999,2025-12-04T15:47:05
S0000492,M000012,1-P,Productive,2025-12-04T15:47:05,2025-12-04T20:50:35
S0000493,M000012,2-Stand By,Stand By,2025-12-04T20:16:22,2025-12-04T21:07:29
S0002100,M000012,3-Idle,Idle,2025-12-04T21:07:29,2025-12-05T00:01:43
S0000494,M000012,1-P,Productive,2025-12-05T00:01:43,2025-12-05T04:53:38
S0002101,M000012,3-Idle,Idle,2025-12-05T04:53:38,2025-12-06T00:07:29
S0000495,M000012,1-P,Productive,2025-12-06T00:07:29,2025-12-06T06:04:23
S0002102,M000012,3-Idle,Idle,2025-12-06T06:04:23,2025-12-07T04:07:50
S0000496,M000012,2-Stand By,Stand By,2025-12-07T04:07:50,2025-12-07T04:14:41
S0002103,M000012,3-Idle,Idle,2025-12-07T04:14:41,2025-12-07T04:47:47
S0000497,M000012,2-Stand By,Stand By,2025-12-07T04:47:47,2025-12-07T04:54:51
S0002104,M000012,3-Idle,Idle,2025-12-07T04:54:51,2025-12-07T20:48:07
S0000498,M000012,1-P,Productive,2025-12-07T20:48:07,2025-12-07T20:51:12
S0002105,M000012,3-Idle,Idle,2025-12-07T20:51:12,2025-12-08T05:16:01
S0000499,M000012,1-P,Productive,2025-12-08T05:16:01,2025-12-08T06:11:15
S0002106,M000012,3-Idle,Idle,2025-12-08T06:11:15,2025-12-08T14:18:59
S0000500,M000012,2-Stand By,Stand By,2025-12-08T14:18:59,2025-12-08T14:47:03
S0002107,M000012,3-Idle,Idle,2025-12-08T14:47:03,2025-12-08T18:59:57
S0000501,M000012,2-Stand By,Stand By,2025-12-08T18:59:57,2025-12-08T19:06:01
S0002108,M000012,3-Idle,Idle,2025-12-08T19:06:01,2025-12-09T03:28:10
S0000502,M000012,1-P,Productive,2025-12-09T03:28:10,2025-12-09T04:47:44
S0002109,M000012,3-Idle,Idle,2025-12-09T04:47:44,2025-12-10T17:31:39
S0000503,M000012,1-P,Productive,2025-12-10T17:31:39,2025-12-10T20:07:42
S0000504,M000012,2-Stand By,Stand By,2025-12-10T17:45:57,2025-12-10T17:51:06
S0002110,M000012,3-Idle,Idle,2025-12-10T17:51:06,2025-12-10T23:12:36
S0000505,M000012,2-Stand By,Stand By,2025-12-10T23:12:36,2025-12-10T23:19:00
S0002111,M000012,3-Idle,Idle,2025-12-10T23:19:00,2025-12-11T05:26:07
S0000506,M000012,2-Stand By,Stand By,2025-12-11T05:26:07,2025-12-11T05:52:00
S0002112,M000012,3-Idle,Idle,2025-12-11T05:52:00,2025-12-11T10:48:53
S0000507,M000012,1-P,Productive,2025-12-11T10:48:53,2025-12-11T16:23:30
S0002113,M000012,3-Idle,Idle,2025-12-11T16:23:30,2025-12-12T06:42:46
S0000508,M000012,1-P,Productive,2025-12-12T06:42:46,2025-12-12T08:16:52
S0002114,M000012,3-Idle,Idle,2025-12-12T08:16:52,2025-12-13T16:44:31
S0000509,M000012,1-P,Productive,2025-12-13T16:44:31,2025-12-13T20:00:22
S0000510,M000012,1-P,Productive,2025-12-13T19:16:58,2025-12-13T20:00:22
