event_id,machine_nr,event_time,event_type,metric_value
E00000824,M000009,2025-11-30T09:54:22,lot_completed,35.686
E00000825,M000009,2025-11-30T11:44:52,lot_started,
E00000826,M000009,2025-11-30T15:51:12,lot_completed,15.005
E00000827,M000010,2025-11-30T01:22:28,lot_started,
E00000828,M000010,2025-11-30T02:01:58,lot_completed,3.853
E00000829,M000010,2025-11-30T08:50:36,test_started,
E00000830,M000010,2025-11-30T09:30:00,test_completed,48.426
E00000831,M000011,2025-11-30T06:12:19,test_started,
E00000832,M000011,2025-11-30T06:39:57,test_completed,1.323
E00000833,M000011,2025-11-30T18:56:50,test_started,
E00000834,M000011,2025-11-30T19:08:37,test_completed,59.338
E00000835,M000012,2025-11-30T01:52:41,test_started,
E00000836,M000012,2025-11-30T02:23:04,test_completed,23.749
E00000837,M000012,2025-11-30T13:24:34,test_started,
E00000838,M000012,2025-11-30T14:23:11,test_completed,8.825
E00000839,M000013,2025-11-30T05:52:31,lot_started,
E00000840,M000013,2025-11-30T06:18:07,lot_completed,95.419
E00000841,M000013,2025-11-30T07:06:29,test_started,
E00000842,M000013,2025-11-30T08:02:09,test_completed,17.342
E00000843,M000014,2025-11-30T00:18:18,lot_started,
E00000844,M000014,2025-11-30T05:52:08,lot_completed,5.939
E00000845,M000014,2025-11-30T17:24:50,lot_started,
E00000846,M000014,2025-11-30T21:04:27,lot_completed,99.36
E00000847,M000015,2025-11-30T11:27:43,test_started,
E00000848,M000015,2025-11-30T11:37:39,test_completed,99.142
E00000849,M000016,2025-11-30T04:47:34,test_started,
E00000850,M000016,2025-11-30T05:04:03,test_completed,55.439
E00000851,M000016,2025-11-30T06:34:15,test_started,
E00000852,M000016,2025-11-30T07:06:42,test_completed,45.798
E00000853,M000017,2025-11-30T06:10:53,test_started,
E00000854,M000017,2025-11-30T06:51:47,test_completed,84.266
E00000855,M000017,2025-11-30T11:19:35,lot_started,
E00000856,M000017,2025-11-30T12:45:00,lot_completed,68.222
E00000857,M000017,2025-11-30T18:55:47,test_started,
E00000858,M000017,2025-11-30T19:04:24,test_completed,42.544
E00000859,M000018,2025-11-30T06:30:50,test_started,
E00000860,M000018,2025-11-30T07:02:00,test_completed,81.493
E00000861,M000018,2025-11-30T18:40:13,test_started,
E00000862,M000018,2025-11-30T19:05:32,test_completed,83.53
E00000863,M000018,2025-11-30T23:50:15,lot_started,
E00000864,M000018,2025-11-30T23:59:59.999999,lot_completed,9.73
E00000865,M000019,2025-11-30T04:59:57,test_started,
E00000866,M000019,2025-11-30T05:12:52,test_completed,47.503
E00000867,M000019,2025-11-30T16:08:35,lot_started,
E00000868,M000019,2025-11-30T21:32:02,lot_completed,44.997
E00000869,M000020,2025-11-30T10:35:06,lot_started,
E00000870,M000020,2025-11-30T13:05:20,lot_completed,18.04
E00000871,M000020,2025-11-30T12:41:57,lot_started,
E00000872,M000020,2025-11-30T13:18:24,lot_completed,97.541
E00000873,M000021,2025-11-30T08:22:01,test_started,
E00000874,M000021,2025-11-30T08:45:24,test_completed,88.885
E00000875,M000021,2025-11-30T11:36:52,lot_started,
E00000876,M000021,2025-11-30T15:53:36,lot_completed,27.82
E00000877,M000021,2025-11-30T16:13:33,test_started,
E00000878,M000021,2025-11-30T16:45:48,test_completed,33.128
E00000879,M000022,2025-11-30T05:58:40,test_started,
E00000880,M000022,2025-11-30T06:36:06,test_completed,86.579
E00000881,M000023,2025-11-30T05:25:23,test_started,
E00000882,M000023,2025-11-30T05:35:50,test_completed,34.995
E00000883,M000023,2025-11-30T17:23:41,lot_started,
E00000884,M000023,2025-11-30T19:27:32,lot_completed,78.708
E00000885,M000023,2025-11-30T18:24:20,lot_started,
E00000886,M000023,2025-11-30T23:59:59.999999,lot_completed,87.718
E00000887,M000024,2025-11-30T03:44:54,test_started,
E00000888,M000024,2025-11-30T03:48:59,test_completed,45.36
E00000889,M000025,2025-11-30T11:42:38,test_started,
E00000890,M000025,2025-11-30T12:10:18,test_completed,1.416
E00000891,M000025,2025-11-30T20:23:50,test_started,
E00000892,M000025,2025-11-30T21:13:15,test_completed,44.537
E00000893,M000026,2025-11-30T11:02:07,test_started,
E00000894,M000026,2025-11-30T11:23:59,test_completed,84.921
E00000895,M000026,2025-11-30T21:09:37,test_started,
E00000896,M000026,2025-11-30T21:22:00,test_completed,10.032
E00000897,M000026,2025-11-30T23:25:52,lot_started,
E00000898,M000026,2025-11-30T23:59:59.999999,lot_completed,10.548
E00000899,M000027,2025-11-30T19:31:12,test_started,
E00000900,M000027,2025-11-30T19:53:17,test_completed,99.466
E00000901,M000028,2025-11-30T20:21:10,test_started,
E00000902,M000028,2025-11-30T21:11:04,test_completed,58.137
E00000903,M000028,2025-11-30T23:08:15,test_started,
E00000904,M000028,2025-11-30T23:30:49,test_completed,48.443
E00000905,M000029,2025-11-30T07:56:31,lot_started,
E00000906,M000029,2025-11-30T09:46:49,lot_completed,85.885
E00000907,M000029,2025-11-30T19:31:28,lot_started,
E00000908,M000029,2025-11-30T22:27:44,lot_completed,90.53
E00000909,M000030,2025-11-30T11:57:08,test_started,
E00000910,M000030,2025-11-30T11:59:39,test_completed,34.428
E00000911,M000031,2025-11-30T21:40:24,test_started,
E00000912,M000031,2025-11-30T21:55:10,test_completed,78.667
E00000913,M000031,2025-11-30T21:51:15,test_started,
E00000914,M000031,2025-11-30T22:07:04,test_completed,31.354
E00000915,M000032,2025-11-30T00:18:18,test_started,
E00000916,M000032,2025-11-30T01:03:15,test_completed,90.186
E00000917,M000032,2025-11-30T06:23:39,test_started,
E00000918,M000032,2025-11-30T07:05:23,test_completed,78.364
E00000919,M000032,2025-11-30T14:00:07,lot_started,
E00000920,M000032,2025-11-30T19:34:59,lot_completed,32.025
E00000921,M000033,2025-11-30T10:41:33,lot_started,
E00000922,M000033,2025-11-30T13:54:16,lot_completed,9.325
E00000923,M000034,2025-11-30T04:03:21,lot_started,
E00000924,M000034,2025-11-30T05:23:07,lot_completed,37.559
E00000925,M000034,2025-11-30T05:34:45,test_started,
E00000926,M000034,2025-11-30T06:12:15,test_completed,87.13
E00000927,M000035,2025-11-30T07:35:36,lot_started,
E00000928,M000035,2025-11-30T12:30:20,lot_completed,16.052
E00000929,M000035,2025-11-30T10:05:31,lot_started,
E00000930,M000035,2025-11-30T15:25:58,lot_completed,52.212
E00000931,M000035,2025-11-30T19:02:21,test_started,
E00000932,M000035,2025-11-30T19:11:59,test_completed,84.968
E00000933,M000036,2025-11-30T04:59:28,lot_started,
E00000934,M000036,2025-11-30T06:35:34,lot_completed,22.631
E00000935,M000036,2025-11-30T11:33:05,test_started,
E00000936,M000036,2025-11-30T12:14:01,test_completed,48.872
E00000937,M000036,2025-11-30T21:39:04,lot_started,
E00000938,M000036,2025-11-30T23:59:59.999999,lot_completed,56.481
E00000939,M000037,2025-11-30T07:36:39,test_started,
E00000940,M000037,2025-11-30T08:25:32,test_completed,13.787
E00000941,M000038,2025-11-30T02:21:40,test_started,
E00000942,M000038,2025-11-30T02:24:12,test_completed,52.904
E00000943,M000038,2025-11-30T12:41:24,lot_started,
E00000944,M000038,2025-11-30T14:34:58,lot_completed,68.918
E00000945,M000038,2025-11-30T13:58:03,lot_started,
E00000946,M000038,2025-11-30T16:45:05,lot_completed,4.216
E00000947,M000039,2025-11-30T02:37:01,lot_started,
E00000948,M000039,2025-11-30T05:39:15,lot_completed,10.48
E00000949,M000039,2025-11-30T03:51:19,test_started,
E00000950,M000039,2025-11-30T04:37:21,test_completed,28.063
E00000951,M000039,2025-11-30T06:53:44,test_started,
E00000952,M000039,2025-11-30T07:19:35,test_completed,64.805
E00000953,M000040,2025-11-30T14:58:41,test_started,
E00000954,M000040,2025-11-30T15:36:39,test_completed,92.287
E00000955,M000040,2025-11-30T15:52:53,lot_started,
E00000956,M000040,2025-11-30T18:03:51,lot_completed,23.996
E00000957,M000001,2025-12-01T14:19:46,test_started,
E00000958,M000001,2025-12-01T15:13:49,test_completed,61.665
E00000959,M000002,2025-12-01T01:58:22,lot_started,
E00000960,M000002,2025-12-01T04:31:27,lot_completed,41.545
E00000961,M000002,2025-12-01T03:28:20,lot_started,
E00000962,M000002,2025-12-01T06:53:46,lot_completed,90.577
E00000963,M000002,2025-12-01T06:16:25,test_started,
E00000964,M000002,2025-12-01T06:56:51,test_completed,74.749
E00000965,M000003,2025-12-01T04:42:17,test_started,
E00000966,M000003,2025-12-01T05:22:42,test_completed,6.007
E00000967,M000003,2025-12-01T16:32:48,lot_started,
E00000968,M000003,2025-12-01T18:47:50,lot_completed,63.567
E00000969,M000003,2025-12-01T19:02:51,lot_started,
E00000970,M000003,2025-12-01T20:25:04,lot_completed,80.519
E00000971,M000004,2025-12-01T04:43:48,test_started,
E00000972,M000004,2025-12-01T04:45:59,test_completed,47.236
E00000973,M000004,2025-12-01T05:28:41,lot_started,
E00000974,M000004,2025-12-01T10:51:41,lot_completed,43.101
E00000975,M000005,2025-12-01T19:48:36,lot_started,
E00000976,M000005,2025-12-01T23:24:32,lot_completed,64.317
E00000977,M000005,2025-12-01T21:56:36,test_started,
E00000978,M000005,2025-12-01T22:13:36,test_completed,91.182
E00000979,M000006,2025-12-01T11:32:59,test_started,
E00000980,M000006,2025-12-01T11:41:27,test_completed,6.725
E00000981,M000006,2025-12-01T13:49:49,test_started,
E00000982,M000006,2025-12-01T13:57:26,test_completed,9.618
E00000983,M000006,2025-12-01T17:23:18,lot_started,
E00000984,M000006,2025-12-01T19:11:16,lot_completed,11.109
E00000985,M000007,2025-12-01T00:07:50,test_started,
E00000986,M000007,2025-12-01T00:24:20,test_completed,9.146
E00000987,M000007,2025-12-01T03:11:09,test_started,
E00000988,M000007,2025-12-01T03:53:23,test_completed,6.183
E00000989,M000007,2025-12-01T21:30:47,test_started,
E00000990,M000007,2025-12-01T22:09:32,test_completed,29.823
E00000991,M000008,2025-12-01T01:03:18,test_started,
E00000992,M000008,2025-12-01T01:46:09,test_completed,47.833
E00000993,M000008,2025-12-01T01:29:20,lot_started,
E00000994,M000008,2025-12-01T04:25:59,lot_completed,77.449
E00000995,M000008,2025-12-01T21:40:18,test_started,
E00000996,M000008,2025-12-01T22:10:56,test_completed,53.402
E00000997,M000009,2025-12-01T06:19:41,test_started,
E00000998,M000009,2025-12-01T06:51:16,test_completed,29.57
E00000999,M000009,2025-12-01T18:42:08,lot_started,
E00001000,M000009,2025-12-01T22:20:23,lot_completed,75.976
E00001001,M000010,2025-12-01T15:03:56,test_started,
E00001002,M000010,2025-12-01T15:37:01,test_completed,75.201
E00001003,M000010,2025-12-01T20:23:15,lot_started,
E00001004,M000010,2025-12-01T20:58:44,lot_completed,99.315
E00001005,M000010,2025-12-01T21:43:53,test_started,
E00001006,M000010,2025-12-01T22:40:27,test_completed,89.271
E00001007,M000011,2025-12-01T09:26:10,test_started,
E00001008,M000011,2025-12-01T09:36:07,test_completed,10.683
E00001009,M000011,2025-12-01T11:15:42,lot_started,
E00001010,M000011,2025-12-01T11:37:26,lot_completed,44.575
E00001011,M000012,2025-12-01T11:51:35,test_started,
E00001012,M000012,2025-12-01T12:00:37,test_completed,71.099
E00001013,M000012,2025-12-01T19:43:59,lot_started,
E00001014,M000012,2025-12-01T22:11:42,lot_completed,62.251
E00001015,M000012,2025-12-01T20:44:36,lot_started,
E00001016,M000012,2025-12-01T23:20:19,lot_completed,1.198
E00001017,M000013,2025-12-01T00:47:18,test_started,
E00001018,M000013,2025-12-01T00:55:26,test_completed,9.788
E00001019,M000013,2025-12-01T18:16:24,test_started,
E00001020,M000013,2025-12-01T18:58:13,test_completed,61.976
E00001021,M000014,2025-12-01T03:19:54,test_started,
E00001022,M000014,2025-12-01T03:56:33,test_completed,34.374
E00001023,M000014,2025-12-01T16:17:16,lot_started,
E00001024,M000014,2025-12-01T16:48:36,lot_completed,61.714
E00001025,M000014,2025-12-01T20:51:21,lot_started,
E00001026,M000014,2025-12-01T23:59:59.999999,lot_completed,30.511
E00001027,M000015,2025-12-01T05:53:40,lot_started,
E00001028,M000015,2025-12-01T07:53:21,lot_completed,8.967
E00001029,M000016,2025-12-01T15:50:56,test_started,
E00001030,M000016,2025-12-01T16:33:23,test_completed,13.47
E00001031,M000016,2025-12-01T20:29:15,lot_started,
E00001032,M000016,2025-12-01T23:59:59.999999,lot_completed,26.485
E00001033,M000017,2025-12-01T15:43:25,test_started,
E00001034,M000017,2025-12-01T16:41:29,test_completed,47.461
E00001035,M000018,2025-12-01T02:28:19,lot_started,
E00001036,M000018,2025-12-01T02:47:54,lot_completed,93.1
E00001037,M000018,2025-12-01T06:44:42,test_started,
E00001038,M000018,2025-12-01T07:43:09,test_completed,41.454
E00001039,M000019,2025-12-01T05:23:46,lot_started,
E00001040,M000019,2025-12-01T07:30:04,lot_completed,80.976
E00001041,M000019,2025-12-01T18:37:41,lot_started,
E00001042,M000019,2025-12-01T22:42:30,lot_completed,32.188
E00001043,M000020,2025-12-01T07:58:32,test_started,
E00001044,M000020,2025-12-01T08:09:36,test_completed,69.093
E00001045,M000021,2025-12-01T03:54:10,test_started,
E00001046,M000021,2025-12-01T04:41:24,test_completed,73.227
E00001047,M000021,2025-12-01T13:53:15,lot_started,
E00001048,M000021,2025-12-01T16:17:36,lot_completed,77.653
E00001049,M000021,2025-12-01T18:58:02,test_started,
E00001050,M000021,2025-12-01T19:12:46,test_completed,79.822
E00001051,M000022,2025-12-01T01:16:28,test_started,
E00001052,M000022,2025-12-01T01:48:10,test_completed,53.53
E00001053,M000022,2025-12-01T13:51:19,lot_started,
E00001054,M000022,2025-12-01T18:21:40,lot_completed,64.543
E00001055,M000022,2025-12-01T23:10:42,test_started,
E00001056,M000022,2025-12-01T23:59:04,test_completed,62.482
E00001057,M000023,2025-12-01T18:47:15,test_started,
E00001058,M000023,2025-12-01T18:54:27,test_completed,24.883
E00001059,M000024,2025-12-01T04:13:16,lot_started,
E00001060,M000024,2025-12-01T10:05:31,lot_completed,94.244
E00001061,M000024,2025-12-01T20:55:58,test_started,
E00001062,M000024,2025-12-01T21:23:47,test_completed,55.364
E00001063,M000025,2025-12-01T00:52:02,test_started,
E00001064,M000025,2025-12-01T01:51:50,test_completed,14.148
E00001065,M000025,2025-12-01T22:46:49,lot_started,
E00001066,M000025,2025-12-01T23:59:59.999999,lot_completed,61.625
E00001067,M000026,2025-12-01T03:28:21,test_started,
E00001068,M000026,2025-12-01T04:01:32,test_completed,59.543
E00001069,M000026,2025-12-01T07:20:19,test_started,
E00001070,M000026,2025-12-01T07:55:32,test_completed,82.989
E00001071,M000026,2025-12-01T21:46:49,lot_started,
E00001072,M000026,2025-12-01T23:11:23,lot_completed,56.121
E00001073,M000027,2025-12-01T00:53:29,lot_started,
E00001074,M000027,2025-12-01T05:02:31,lot_completed,26.492
E00001075,M000027,2025-12-01T09:27:18,lot_started,
E00001076,M000027,2025-12-01T10:14:32,lot_completed,40.634
E00001077,M000027,2025-12-01T20:26:40,test_started,
E00001078,M000027,2025-12-01T20:29:04,test_completed,47.894
E00001079,M000028,2025-12-01T04:43:52,test_started,
E00001080,M000028,2025-12-01T05:39:05,test_completed,84.133
E00001081,M000028,2025-12-01T14:14:56,lot_started,
E00001082,M000028,2025-12-01T17:41:16,lot_completed,80.323
E00001083,M000028,2025-12-01T20:23:30,test_started,
E00001084,M000028,2025-12-01T21:05:00,test_completed,8.404
E00001085,M000029,2025-12-01T01:26:39,test_started,
E00001086,M000029,2025-12-01T02:08:50,test_completed,3.958
E00001087,M000029,2025-12-01T03:03:02,lot_started,
E00001088,M000029,2025-12-01T03:28:47,lot_completed,58.469
E00001089,M000029,2025-12-01T16:32:25,test_started,
E00001090,M000029,2025-12-01T16:53:56,test_completed,9.077
E00001091,M000030,2025-12-01T13:01:07,test_started,
E00001092,M000030,2025-12-01T14:00:04,test_completed,76.869
E00001093,M000030,2025-12-01T22:36:01,test_started,
E00001094,M000030,2025-12-01T23:12:26,test_completed,24.991
E00001095,M000031,2025-12-01T08:28:17,lot_started,
E00001096,M000031,2025-12-01T11:16:25,lot_completed,83.145
E00001097,M000031,2025-12-01T09:02:24,test_started,
E00001098,M000031,2025-12-01T09:51:38,test_completed,30.18
E00001099,M000031,2025-12-01T23:05:50,lot_started,
E00001100,M000031,2025-12-01T23:59:59.999999,lot_completed,87.341
E00001101,M000032,2025-12-01T05:22:20,lot_started,
E00001102,M000032,2025-12-01T06:09:28,lot_completed,25.964
E00001103,M000033,2025-12-01T05:00:52,lot_started,
E00001104,M000033,2025-12-01T10:41:11,lot_completed,7.402
E00001105,M000034,2025-12-01T05:45:52,lot_started,
E00001106,M000034,2025-12-01T09:25:42,lot_completed,79.006
E00001107,M000034,2025-12-01T07:40:59,test_started,
E00001108,M000034,2025-12-01T08:34:10,test_completed,21.982
E00001109,M000035,2025-12-01T10:32:48,test_started,
E00001110,M000035,2025-12-01T10:56:16,test_completed,8.342
E00001111,M000035,2025-12-01T18:37:25,lot_started,
E00001112,M000035,2025-12-01T19:43:51,lot_completed,52.358
E00001113,M000035,2025-12-01T23:43:39,test_started,
E00001114,M000035,2025-12-01T23:44:49,test_completed,60.096
E00001115,M000036,2025-12-01T16:40:52,test_started,
E00001116,M000036,2025-12-01T17:18:15,test_completed,10.971
E00001117,M000037,2025-12-01T08:51:41,test_started,
E00001118,M000037,2025-12-01T09:06:48,test_completed,51.901
E00001119,M000038,2025-12-01T09:36:58,test_started,
E00001120,M000038,2025-12-01T09:55:36,test_completed,28.749
E00001121,M000038,2025-12-01T11:12:52,lot_started,
E00001122,M000038,2025-12-01T16:56:13,lot_completed,78.097
E00001123,M000039,2025-12-01T01:32:36,lot_started,
E00001124,M000039,2025-12-01T04:19:44,lot_completed,11.432
E00001125,M000039,2025-12-01T07:30:38,lot_started,
E00001126,M000039,2025-12-01T09:17:57,lot_completed,63.645
E00001127,M000040,2025-12-01T22:41:21,lot_started,
E00001128,M000040,2025-12-01T22:58:03,lot_completed,55.948
E00001129,M000001,2025-12-02T06:17:37,lot_started,
E00001130,M000001,2025-12-02T06:52:51,lot_completed,1.598
E00001131,M000001,2025-12-02T19:22:27,lot_started,
E00001132,M000001,2025-12-02T23:59:59.999999,lot_completed,8.471
E00001133,M000002,2025-12-02T07:05:38,lot_started,
E00001134,M000002,2025-12-02T10:18:49,lot_completed,25.894
E00001135,M000002,2025-12-02T09:30:05,test_started,
E00001136,M000002,2025-12-02T09:58:09,test_completed,53.009
E00001137,M000002,2025-12-02T14:30:18,test_started,
E00001138,M000002,2025-12-02T14:49:50,test_completed,8.851
E00001139,M000003,2025-12-02T14:20:38,lot_started,
E00001140,M000003,2025-12-02T16:15:22,lot_completed,52.59
E00001141,M000003,2025-12-02T20:29:24,lot_started,
E00001142,M000003,2025-12-02T21:49:27,lot_completed,21.886
E00001143,M000004,2025-12-02T01:29:14,test_started,
E00001144,M000004,2025-12-02T02:26:31,test_completed,50.258
E00001145,M000004,2025-12-02T14:52:13,lot_started,
E00001146,M000004,2025-12-02T15:12:00,lot_completed,13.111
E00001147,M000005,2025-12-02T14:11:07,test_started,
E00001148,M000005,2025-12-02T14:52:01,test_completed,4.438
E00001149,M000005,2025-12-02T19:52:35,lot_started,
E00001150,M000005,2025-12-02T23:21:16,lot_completed,95.732
E00001151,M000006,2025-12-02T00:49:58,lot_started,
E00001152,M000006,2025-12-02T05:42:22,lot_completed,88.703
E00001153,M000006,2025-12-02T09:42:41,lot_started,
E00001154,M000006,2025-12-02T14:06:03,lot_completed,16.47
E00001155,M000006,2025-12-02T20:44:14,test_started,
E00001156,M000006,2025-12-02T21:04:02,test_completed,1.486
E00001157,M000007,2025-12-02T01:26:49,test_started,
E00001158,M000007,2025-12-02T01:59:44,test_completed,95.571
E00001159,M000008,2025-12-02T20:37:06,test_started,
E00001160,M000008,2025-12-02T21:33:03,test_completed,66.058
E00001161,M000009,2025-12-02T14:44:16,lot_started,
E00001162,M000009,2025-12-02T17:49:48,lot_completed,50.609
E00001163,M000010,2025-12-02T13:22:58,test_started,
E00001164,M000010,2025-12-02T14:19:14,test_completed,85.805
E00001165,M000010,2025-12-02T18:38:56,lot_started,
E00001166,M000010,2025-12-02T22:41:54,lot_completed,25.984
E00001167,M000011,2025-12-02T12:57:23,lot_started,
E00001168,M000011,2025-12-02T18:37:19,lot_completed,86.531
E00001169,M000011,2025-12-02T14:03:48,lot_started,
E00001170,M000011,2025-12-02T19:32:23,lot_completed,63.002
E00001171,M000012,2025-12-02T00:56:17,test_started,
E00001172,M000012,2025-12-02T01:36:48,test_completed,49.413
E00001173,M000012,2025-12-02T02:45:21,test_started,
E00001174,M000012,2025-12-02T02:53:22,test_completed,62.569
E00001175,M000013,2025-12-02T16:33:12,test_started,
E00001176,M000013,2025-12-02T17:08:38,test_completed,9.131
E00001177,M000014,2025-12-02T01:20:59,test_started,
E00001178,M000014,2025-12-02T01:30:20,test_completed,57.183
E00001179,M000014,2025-12-02T10:04:26,test_started,
E00001180,M000014,2025-12-02T10:51:51,test_completed,31.16
E00001181,M000015,2025-12-02T08:51:33,test_started,
E00001182,M000015,2025-12-02T08:53:56,test_completed,96.042
E00001183,M000015,2025-12-02T17:48:49,test_started,
E00001184,M000015,2025-12-02T17:57:32,test_completed,28.677
E00001185,M000016,2025-12-02T20:35:21,lot_started,
E00001186,M000016,2025-12-02T23:59:59.999999,lot_completed,66.271
E00001187,M000017,2025-12-02T10:41:24,lot_started,
E00001188,M000017,2025-12-02T14:05:32,lot_completed,39.887
E00001189,M000018,2025-12-02T03:44:30,test_started,
E00001190,M000018,2025-12-02T04:23:24,test_completed,8.336
E00001191,M000018,2025-12-02T17:11:12,lot_started,
E00001192,M000018,2025-12-02T19:44:26,lot_completed,3.64
E00001193,M000019,2025-12-02T06:25:10,test_started,
E00001194,M000019,2025-12-02T07:07:50,test_completed,71.751
E00001195,M000019,2025-12-02T19:34:26,test_started,
E00001196,M000019,2025-12-02T19:36:05,test_completed,45.472
E00001197,M000020,2025-12-02T08:14:33,test_started,
E00001198,M000020,2025-12-02T09:05:13,test_completed,84.478
E00001199,M000020,2025-12-02T08:38:53,lot_started,
E00001200,M000020,2025-12-02T09:14:50,error,19.818
E00001201,M000021,2025-12-02T06:31:42,lot_started,
E00001202,M000021,2025-12-02T06:54:59,lot_completed,17.423
E00001203,M000022,2025-12-02T16:32:10,lot_started,
E00001204,M000022,2025-12-02T20:23:56,lot_completed,22.211
E00001205,M000023,2025-12-02T15:56:34,lot_started,
E00001206,M000023,2025-12-02T21:28:06,lot_completed,84.318
E00001207,M000023,2025-12-02T18:54:02,test_started,
E00001208,M000023,2025-12-02T19:22:33,test_completed,39.844
E00001209,M000024,2025-12-02T09:53:54,test_started,
E00001210,M000024,2025-12-02T10:32:57,test_completed,92.555
E00001211,M000024,2025-12-02T16:07:02,lot_started,
E00001212,M000024,2025-12-02T19:57:03,lot_completed,16.2
E00001213,M000025,2025-12-02T05:50:20,lot_started,
E00001214,M000025,2025-12-02T09:36:52,lot_completed,74.834
E00001215,M000025,2025-12-02T19:46:52,test_started,
E00001216,M000025,2025-12-02T20:11:04,test_completed,93.62
E00001217,M000026,2025-12-02T14:28:29,test_started,
E00001218,M000026,2025-12-02T14:48:31,test_completed,24.014
E00001219,M000026,2025-12-02T20:04:45,lot_started,
E00001220,M000026,2025-12-02T20:45:19,lot_completed,26.33
E00001221,M000027,2025-12-02T05:50:30,test_started,
E00001222,M000027,2025-12-02T06:24:29,test_completed,1.571
E00001223,M000027,2025-12-02T09:36:39,test_started,
E00001224,M000027,2025-12-02T09:44:41,test_completed,21.961
E00001225,M000028,2025-12-02T13:59:39,lot_started,
E00001226,M000028,2025-12-02T14:52:25,lot_completed,46.844
E00001227,M000029,2025-12-02T00:54:34,lot_started,
E00001228,M000029,2025-12-02T05:44:37,lot_completed,47.235
E00001229,M000029,2025-12-02T17:03:01,lot_started,
E00001230,M000029,2025-12-02T21:03:07,lot_completed,11.053
E00001231,M000029,2025-12-02T23:50:23,test_started,
E00001232,M000029,2025-12-02T23:59:59.999999,test_completed,93.635
E00001233,M000030,2025-12-02T03:00:28,lot_started,
E00001234,M000030,2025-12-02T07:02:31,lot_completed,56.103
E00001235,M000030,2025-12-02T10:33:36,test_started,
E00001236,M000030,2025-12-02T11:03:32,test_completed,70.918
E00001237,M000031,2025-12-02T09:42:15,lot_started,
E00001238,M000031,2025-12-02T10:12:06,lot_completed,33.034
E00001239,M000031,2025-12-02T15:52:05,test_started,
E00001240,M000031,2025-12-02T16:18:17,test_completed,6.728
E00001241,M000031,2025-12-02T21:22:31,test_started,
E00001242,M000031,2025-12-02T22:02:19,test_completed,90.27
E00001243,M000032,2025-12-02T05:17:26,lot_started,
E00001244,M000032,2025-12-02T09:39:04,lot_completed,94.667
E00001245,M000033,2025-12-02T13:03:05,lot_started,
E00001246,M000033,2025-12-02T15:47:24,lot_completed,17.171
E00001247,M000034,2025-12-02T05:02:07,test_started,
E00001248,M000034,2025-12-02T05:36:00,test_completed,35.085
E00001249,M000034,2025-12-02T14:33:42,lot_started,
E00001250,M000034,2025-12-02T14:48:00,lot_completed,36.812
E00001251,M000034,2025-12-02T23:32:49,lot_started,
E00001252,M000034,2025-12-02T23:59:59.999999,lot_completed,44.366
E00001253,M000035,2025-12-02T09:55:49,test_started,
E00001254,M000035,2025-12-02T10:29:13,test_completed,90.034
E00001255,M000035,2025-12-02T15:30:55,lot_started,
E00001256,M000035,2025-12-02T16:01:50,lot_completed,77.696
E00001257,M000035,2025-12-02T21:43:23,test_started,
E00001258,M000035,2025-12-02T21:55:54,test_completed,9.083
E00001259,M000036,2025-12-02T00:52:36,lot_started,
E00001260,M000036,2025-12-02T05:05:07,lot_completed,40.226
E00001261,M000037,2025-12-02T09:36:45,test_started,
E00001262,M000037,2025-12-02T10:36:34,test_completed,10.539
E00001263,M000037,2025-12-02T09:52:44,test_started,
E00001264,M000037,2025-12-02T10:24:51,test_completed,24.141
E00001265,M000037,2025-12-02T18:36:49,test_started,
E00001266,M000037,2025-12-02T18:46:29,test_completed,68.589
E00001267,M000038,2025-12-02T22:55:00,test_started,
E00001268,M000038,2025-12-02T23:39:00,test_completed,5.636
E00001269,M000039,2025-12-02T00:36:52,test_started,
E00001270,M000039,2025-12-02T00:59:01,test_completed,58.481
E00001271,M000039,2025-12-02T23:57:03,test_started,
E00001272,M000039,2025-12-02T23:59:59.999999,test_completed,78.667
E00001273,M000040,2025-12-02T01:51:49,lot_started,
E00001274,M000040,2025-12-02T03:00:08,lot_completed,85.772
E00001275,M000040,2025-12-02T16:15:40,lot_started,
E00001276,M000040,2025-12-02T17:09:34,error,55.704
E00001277,M000040,2025-12-02T21:15:16,test_started,
E00001278,M000040,2025-12-02T22:07:48,test_completed,97.22
E00001279,M000001,2025-12-03T14:43:38,lot_started,
E00001280,M000001,2025-12-03T17:20:33,lot_completed,51.643
E00001281,M000002,2025-12-03T06:03:02,test_started,
E00001282,M000002,2025-12-03T06:52:53,test_completed,29.37
E00001283,M000002,2025-12-03T14:57:42,test_started,
E00001284,M000002,2025-12-03T15:48:47,test_completed,67.935
E00001285,M000002,2025-12-03T23:29:46,test_started,
E00001286,M000002,2025-12-03T23:59:59.999999,test_completed,94.026
E00001287,M000003,2025-12-03T05:19:56,lot_started,
E00001288,M000003,2025-12-03T10:36:16,lot_completed,98.695
E00001289,M000003,2025-12-03T11:47:46,lot_started,
E00001290,M000003,2025-12-03T17:39:34,lot_completed,7.908
E00001291,M000004,2025-12-03T09:29:03,test_started,
E00001292,M000004,2025-12-03T10:02:56,test_completed,72.922
E00001293,M000004,2025-12-03T14:18:21,test_started,
E00001294,M000004,2025-12-03T14:29:44,test_completed,84.228
E00001295,M000004,2025-12-03T22:25:35,test_started,
E00001296,M000004,2025-12-03T22:52:35,test_completed,27.417
